客场队名,主场队名,客场胜,客场负,主场胜,主场负,客场比分,主场比分
21,117,27,32,36,22,89,113
21,173,27,33,44,16,108,116
21,180,27,34,31,32,95,112
54,21,32,30,27,35,110,100
21,61,27,37,17,47,98,108
21,47,27,38,34,30,106,93
21,40,29,38,47,18,80,92
21,187,30,39,37,32,78,99
166,21,18,52,32,40,110,93
14,21,26,47,33,42,101,111
96,21,21,56,35,43,112,136
21,0,0,0,0,0,99,104
21,0,0,1,1,0,90,96
0,21,2,0,0,2,88,84
0,21,3,0,0,3,84,89
21,0,1,3,3,1,89,116
15,22,0,0,0,0,79,91
22,62,1,0,1,0,90,85
8,22,1,1,2,0,91,98
22,15,3,0,0,3,88,96
22,83,4,1,5,1,83,118
22,41,4,2,4,3,87,74
22,55,6,2,5,2,86,96
41,22,4,6,8,3,83,97
22,153,10,4,10,7,98,96
22,1,11,5,16,3,95,90
22,111,14,6,10,11,109,99
132,22,13,10,16,7,99,104
22,69,17,7,16,9,87,97
22,188,17,8,13,13,92,98
104,22,15,12,17,9,113,109
22,8,17,11,10,16,87,98
195,22,7,24,19,12,108,117
139,22,13,17,21,12,78,102
22,195,22,12,9,27,102,84
69,22,22,15,23,13,101,96
22,48,25,16,19,24,100,115
22,29,27,19,22,25,125,104
97,22,11,38,29,20,89,93
22,181,30,21,28,24,104,102
48,22,27,26,31,21,104,112
22,97,32,21,12,41,109,96
41,22,30,24,34,21,86,72
62,22,20,37,34,22,98,103
22,8,35,22,19,36,104,98
29,22,29,32,40,22,109,118
15,22,24,40,41,23,97,103
1,22,48,16,42,23,92,87
22,90,1,1,1,1,97,74
22,90,2,1,1,2,101,99
90,22,1,3,3,1,87,105
22,83,0,0,0,0,86,95
22,83,0,1,1,0,78,75
83,22,1,1,1,1,75,94
83,22,1,2,2,1,101,93
23,63,0,0,0,0,90,88
168,23,0,2,1,1,98,106
23,203,2,1,3,0,79,101
23,112,2,3,3,1,94,96
175,23,5,4,3,6,83,103
23,154,6,8,7,7,79,77
23,168,7,8,4,10,97,92
23,140,8,8,9,6,92,103
23,2,8,9,8,7,80,76
126,23,8,10,9,9,92,99
56,23,12,10,11,11,85,95
23,30,13,11,12,10,93,98
23,9,14,12,5,22,99,89
23,196,15,12,5,21,81,75
161,23,11,18,16,12,91,97
23,70,17,12,18,9,100,109
189,23,19,8,17,13,83,88
98,23,4,25,18,13,81,89
30,23,16,15,19,14,80,95
49,23,23,11,21,14,76,81
23,35,23,14,21,15,86,97
23,91,24,15,13,24,86,97
182,23,21,19,24,16,95,105
23,133,26,17,23,20,110,114
23,105,26,18,27,18,101,102
84,23,29,13,27,19,89,102
2,23,29,18,28,19,101,111
70,23,26,20,29,19,103,114
63,23,17,32,31,19,100,98
35,23,29,22,31,20,89,84
16,23,22,34,33,21,82,114
147,23,41,18,36,21,99,91
2,23,34,25,37,22,92,97
154,23,34,32,40,24,99,93
23,56,40,25,24,40,91,98
23,9,40,26,22,44,111,90
91,23,18,49,41,26,73,95
119,23,55,20,48,27,97,75
35,23,46,32,49,29,117,109
23,49,49,30,52,27,80,90
70,23,0,0,0,0,90,107
70,23,0,1,1,0,98,113
23,70,2,0,0,2,69,90
23,70,2,1,1,2,91,102
23,49,0,0,0,0,102,95
23,49,1,0,0,1,79,105
49,23,1,1,1,1,71,82
49,23,1,2,2,1,82,93
49,23,2,3,3,2,99,106
23,84,0,0,0,0,102,103
23,84,0,1,1,0,97,93
84,23,1,1,1,1,114,96
84,23,3,2,2,3,77,91
23,84,3,3,3,3,76,99
24,197,1,0,0,0,95,90
10,24,1,1,2,0,74,89
24,17,3,0,2,1,99,91
3,24,1,2,4,0,80,97
24,36,6,0,2,3,96,91
31,24,2,5,8,0,77,104
24,3,9,0,4,3,94,110
24,50,9,1,3,7,103,96
24,43,10,1,4,9,97,82
99,24,7,8,14,1,73,93
24,127,16,1,14,3,102,106
24,134,16,2,4,15,95,86
17,24,11,14,20,3,101,96
36,24,10,19,23,5,91,105
10,24,10,20,24,5,76,91
24,64,25,5,14,15,82,95
64,24,16,16,27,6,79,86
99,24,16,17,28,7,66,93
50,24,15,23,30,7,89,117
24,141,32,7,26,16,102,94
24,162,33,7,23,17,100,124
24,106,34,8,20,21,96,109
24,155,34,9,16,29,104,92
162,24,27,18,35,9,102,94
36,24,20,24,35,10,96,97
24,71,37,10,25,21,89,85
127,24,35,14,38,10,113,118
24,92,39,10,15,37,92,93
106,24,24,25,39,11,80,119
176,24,31,22,40,11,81,73
24,113,41,12,25,28,91,104
24,31,41,13,10,44,110,100
155,24,19,37,42,13,98,118
141,24,36,24,46,13,98,96
24,183,46,15,42,19,86,112
24,176,46,16,37,26,94,105
24,57,47,17,15,49,101,94
24,17,48,17,25,40,112,104
3,24,38,30,50,18,79,91
24,190,51,18,40,28,71,82
24,3,51,19,39,31,77,89
24,10,52,21,29,45,76,90
204,24,57,16,52,22,103,77
17,24,27,47,52,23,94,101
24,64,53,23,43,32,94,102
24,31,53,25,14,63,104,102
24,85,54,25,53,25,86,98
120,24,58,21,54,26,97,102
24,92,55,26,23,58,101,86
71,24,0,0,0,0,101,93
71,24,1,0,0,1,85,101
24,71,1,1,1,1,85,98
24,71,1,2,2,1,91,88
71,24,2,2,2,2,107,97
99,24,0,0,0,0,102,96
24,99,2,1,1,2,95,92
99,24,1,3,3,1,102,79
24,99,3,2,2,3,93,80
85,24,0,0,0,0,96,107
85,24,0,1,1,0,87,83
24,85,1,2,2,1,90,102
85,24,3,1,1,3,90,93
24,85,2,3,3,2,92,117
25,44,1,4,1,3,98,101
100,25,4,2,1,5,97,90
107,25,1,6,3,6,108,87
163,25,8,5,5,7,106,83
25,177,5,8,10,4,111,100
25,205,6,8,9,4,100,106
93,25,6,11,6,9,83,98
25,11,7,9,7,7,97,109
25,163,7,10,10,8,99,116
25,170,7,12,9,9,101,102
149,25,15,5,7,14,103,96
25,65,7,15,16,6,94,106
156,25,8,16,7,17,91,110
25,18,10,19,5,23,109,119
4,25,21,9,11,20,92,90
25,142,14,22,27,5,102,117
44,25,12,21,14,23,103,107
25,58,15,23,6,29,92,93
25,86,15,29,18,24,87,89
25,93,15,30,15,31,106,99
25,198,20,33,27,25,106,93
25,121,23,33,31,25,92,105
58,25,13,45,24,34,74,94
51,25,12,47,25,34,82,105
4,25,39,23,26,34,84,98
25,51,27,34,12,48,92,86
93,25,21,43,28,34,86,118
44,25,28,36,30,34,93,89
65,25,39,27,30,35,117,98
37,25,28,39,30,38,123,111
25,100,30,40,40,31,103,101
25,32,31,40,35,36,107,111
25,37,32,41,32,40,106,111
86,25,34,42,33,43,89,112
100,25,46,34,37,43,95,99
25,191,38,43,54,27,83,95
136,26,1,1,0,2,97,76
26,19,0,3,3,0,94,82
87,26,3,2,2,3,87,90
94,26,3,4,3,4,84,97
26,45,4,4,3,3,102,91
26,59,6,5,0,11,112,85
33,26,5,7,7,5,86,123
26,101,8,5,6,4,123,106
5,26,9,4,9,5,92,104
26,157,10,5,2,13,107,103
26,129,12,5,7,12,111,123
26,136,12,6,8,9,119,122
143,26,22,0,12,7,131,123
87,26,12,8,12,8,83,96
66,26,16,9,13,9,90,106
178,26,14,11,14,9,81,107
38,26,7,18,15,9,97,104
26,192,16,9,14,14,84,96
26,206,16,10,23,5,92,106
171,26,11,17,16,11,108,106
26,115,16,12,11,18,102,88
73,26,20,12,17,12,87,93
26,5,18,12,17,12,100,102
33,26,12,21,18,13,120,116
19,26,18,15,18,14,82,94
26,87,19,14,20,13,100,103
26,199,20,15,11,23,91,86
26,185,21,15,18,19,103,107
101,26,18,19,22,17,118,104
26,108,22,18,15,25,126,129
26,164,22,19,13,29,97,94
26,143,23,19,39,4,110,122
12,26,34,12,25,22,111,106
26,38,25,23,12,37,114,100
26,73,26,23,29,22,96,102
19,26,27,24,26,24,104,112
157,26,11,42,27,24,87,89
26,122,28,25,40,14,101,98
26,87,30,25,31,24,93,101
52,26,24,34,30,26,105,108
129,26,31,28,31,27,111,102
26,12,31,28,41,17,96,100
26,33,31,29,25,35,104,99
26,101,32,30,30,31,100,99
26,73,35,30,37,29,75,104
66,26,45,21,36,31,101,94
122,26,47,22,36,32,115,111
59,26,9,61,36,33,75,91
199,26,26,44,37,33,84,92
94,26,31,43,39,35,114,94
12,26,56,22,41,36,109,123
38,26,21,58,42,37,105,129
52,26,32,49,43,37,90,102
26,66,1,0,0,1,87,98
66,26,2,1,1,2,83,100
26,66,2,2,2,2,99,102
66,26,3,2,2,3,83,101
179,27,0,0,0,0,121,130
27,39,1,0,0,1,94,103
158,27,1,2,1,2,108,115
27,34,2,2,2,2,107,125
6,27,3,2,2,3,94,111
60,27,0,6,3,4,115,122
46,27,4,4,4,5,105,99
95,27,4,6,4,6,69,88
165,27,3,9,6,6,116,96
39,27,4,10,7,9,97,118
151,27,14,3,8,9,70,91
27,151,9,10,16,5,111,102
27,144,10,10,17,3,106,142
27,165,10,11,6,15,109,94
27,179,11,11,4,17,103,111
130,27,12,12,11,12,111,118
27,200,13,13,8,18,95,102
27,20,13,14,14,14,105,90
27,53,15,14,14,13,111,118
46,27,16,12,15,15,109,102
27,6,15,16,14,16,85,90
27,102,15,17,14,16,105,111
27,20,17,18,16,20,121,116
39,27,8,25,18,18,109,121
53,27,17,19,19,18,109,123
27,116,22,22,17,28,109,103
172,27,18,27,23,22,111,115
186,27,35,15,24,22,101,120
27,95,25,22,19,31,98,88
27,39,26,22,9,40,106,97
20,27,23,27,27,22,84,105
27,102,29,23,31,21,107,112
34,27,22,30,29,24,116,100
207,27,41,13,29,25,110,106
27,13,29,26,38,16,104,113
27,74,31,30,34,27,97,96
27,34,33,31,30,33,85,99
27,67,35,33,40,29,91,116
109,27,34,37,36,35,125,117
27,67,37,38,45,30,100,111
67,27,47,30,37,40,90,108
74,27,43,38,41,40,86,104
27,13,0,0,0,0,108,109
13,27,2,0,0,2,119,114
13,27,3,0,0,3,106,102
96,89,0,0,0,0,83,112
96,68,0,1,2,0,95,99
96,47,1,2,2,2,91,112
7,96,2,3,1,3,107,102
180,96,1,5,1,4,91,98
96,40,3,6,8,2,83,114
96,82,5,10,9,8,94,105
96,61,5,11,6,11,108,127
124,96,8,10,5,12,79,83
96,159,6,12,10,9,108,125
96,152,6,13,14,6,108,115
96,166,6,14,4,15,91,116
47,96,14,9,6,15,101,95
152,96,17,7,6,16,103,89
82,96,20,8,6,18,95,94
0,96,17,9,7,19,87,80
96,201,7,20,25,4,80,94
96,180,7,21,14,15,93,100
194,96,19,14,8,23,92,81
96,54,8,24,13,21,97,109
166,96,8,26,9,26,133,136
131,96,27,13,11,27,101,108
96,28,12,27,14,24,87,100
159,96,19,21,12,28,109,91
40,96,33,9,12,29,83,85
96,47,13,29,22,21,106,115
96,117,13,31,29,16,117,124
96,187,13,32,23,24,93,107
96,194,13,34,31,18,89,97
68,96,32,18,13,36,99,92
96,89,15,38,35,21,76,101
21,96,24,30,15,39,113,96
96,54,15,40,27,29,94,117
96,82,15,41,42,16,113,121
173,96,41,16,15,42,105,99
110,96,15,48,15,45,96,103
96,14,16,45,22,41,102,113
145,96,25,41,16,47,122,101
117,96,42,23,16,48,116,89
96,61,16,50,18,49,107,116
96,145,17,52,27,44,119,127
96,103,17,53,43,29,94,114
96,40,21,57,54,24,88,104
68,96,44,35,21,58,83,115
97,29,0,2,1,1,81,102
41,97,1,3,0,3,94,86
97,41,0,4,2,3,92,100
97,90,0,5,4,2,85,103
48,97,2,4,0,6,99,96
111,97,2,5,0,7,93,72
62,97,4,5,0,8,78,93
97,1,1,8,9,2,64,78
55,97,8,3,1,10,103,90
181,97,5,7,1,11,114,106
118,97,12,2,1,12,102,105
104,97,10,5,2,12,108,104
41,97,5,9,2,13,100,94
97,90,4,17,12,9,103,109
48,97,10,15,5,20,107,93
97,15,5,22,8,20,98,77
97,125,6,22,15,13,124,109
97,132,7,23,14,14,100,114
167,97,10,22,7,25,115,107
97,29,7,26,13,20,118,119
90,97,22,13,7,27,102,95
153,97,23,15,8,29,101,106
125,97,19,21,9,29,110,99
97,174,9,31,23,20,98,107
97,195,9,32,10,33,99,89
97,69,10,32,24,19,88,102
97,188,10,33,24,18,92,97
22,97,26,18,11,34,85,83
97,41,11,36,25,22,76,88
15,97,16,32,11,37,79,77
97,22,11,38,29,20,89,93
97,62,12,39,17,35,92,99
29,97,24,28,12,40,112,98
22,97,32,21,12,41,109,96
97,15,12,42,20,33,94,99
97,48,14,44,30,28,65,103
8,97,19,38,14,45,98,89
97,1,14,46,46,14,87,84
29,97,29,31,15,46,112,121
98,42,0,2,1,2,94,100
30,98,2,1,0,3,101,91
98,23,0,4,2,4,85,89
98,175,0,6,4,4,101,107
133,98,4,6,0,7,83,76
23,98,4,7,0,8,96,89
98,70,0,9,5,4,100,101
203,98,11,3,0,11,118,92
98,49,1,12,10,4,87,108
84,98,12,3,1,13,101,105
98,70,2,13,10,5,95,104
140,98,12,7,2,14,101,97
154,98,9,14,3,16,102,96
98,84,3,17,14,6,72,102
98,91,3,19,11,13,83,90
98,16,3,20,7,21,68,100
16,98,8,21,3,21,96,87
9,98,6,23,3,22,87,84
91,98,12,16,3,23,97,105
98,2,4,23,15,12,77,87
175,98,12,19,4,24,103,94
98,23,4,25,18,13,81,89
35,98,17,15,4,26,115,113
98,84,4,27,22,9,71,99
70,98,21,14,5,28,83,93
98,105,7,29,24,17,112,108
98,147,8,29,31,9,87,94
112,98,17,22,9,31,101,114
168,98,16,29,11,31,96,94
98,56,11,32,18,26,84,92
98,189,11,33,29,16,76,85
147,98,34,15,11,35,90,98
35,98,29,20,13,35,74,89
98,30,14,35,25,24,102,90
98,16,15,35,20,33,85,96
63,98,21,32,15,36,96,88
98,63,17,37,23,33,90,84
49,98,34,20,18,38,96,88
56,98,23,34,18,39,87,90
98,112,19,39,20,37,82,87
98,9,20,41,21,42,90,95
30,98,32,30,20,42,93,106
196,98,22,43,21,42,87,96
161,98,22,44,22,42,105,127
98,161,23,43,23,45,88,79
98,154,24,43,36,33,103,100
98,140,25,43,39,31,92,101
98,119,26,44,52,19,80,103
98,91,26,45,18,54,92,97
2,98,40,32,27,46,86,90
98,63,28,46,27,47,78,88
23,98,48,28,28,47,85,104
98,42,29,47,39,37,96,107
98,49,29,48,50,26,99,120
84,98,61,16,29,49,103,98
56,98,31,47,29,50,97,86
98,35,29,51,47,33,101,106
57,99,1,0,0,1,109,102
99,85,0,2,1,2,93,103
99,57,0,3,3,1,116,102
99,176,2,4,4,3,95,105
10,99,3,7,2,6,103,96
113,99,7,4,2,7,100,104
99,64,4,7,5,7,88,96
99,31,6,8,2,11,100,92
106,99,12,8,9,10,75,74
148,99,15,9,9,12,113,97
99,50,9,13,7,16,102,101
99,36,10,13,9,15,113,107
99,113,12,13,13,15,98,120
17,99,14,17,12,14,82,106
99,17,13,14,14,18,106,99
64,99,15,15,14,15,101,88
99,24,16,17,28,7,66,93
183,99,23,14,16,18,114,107
3,99,18,19,18,19,93,96
17,99,16,23,19,19,104,98
57,99,13,27,19,20,99,107
99,141,21,22,27,18,88,85
99,148,22,22,32,15,103,110
127,99,34,13,23,23,90,100
10,99,16,33,24,24,115,113
99,190,25,25,27,23,89,92
64,99,28,24,25,27,103,93
99,57,30,28,15,43,122,103
190,99,33,25,31,28,110,104
134,99,21,39,31,29,91,104
99,31,32,29,12,49,114,107
99,85,33,29,43,17,90,99
36,99,33,30,34,31,94,101
99,155,35,33,22,45,117,107
99,106,36,33,31,38,102,105
162,99,42,29,36,34,99,93
71,99,31,40,37,35,97,101
99,92,40,38,23,55,96,86
99,43,43,38,25,56,118,102
99,3,1,0,0,1,101,99
3,99,0,2,2,0,100,97
99,24,0,0,0,0,102,96
99,24,1,0,0,1,82,86
24,99,1,1,1,1,85,63
99,24,1,3,3,1,102,79
100,93,0,1,0,1,105,98
32,100,1,1,1,1,97,108
100,51,2,1,2,1,98,83
100,65,4,1,4,1,84,103
100,25,4,2,1,5,97,90
18,100,2,5,5,2,103,107
93,100,4,6,6,2,93,98
177,100,8,3,7,2,105,102
11,100,5,5,7,3,78,91
100,32,8,3,7,6,111,100
72,100,6,5,9,3,106,102
100,11,9,4,6,7,87,113
198,100,7,7,9,5,80,83
86,100,9,7,10,5,86,107
156,100,5,13,11,5,95,111
107,100,9,9,12,5,89,119
100,44,13,5,6,11,93,101
44,100,7,11,13,6,132,133
100,93,14,6,9,14,91,89
149,100,16,5,15,6,96,104
100,86,18,6,12,14,105,103
163,100,14,14,19,6,104,92
100,51,19,8,5,25,102,91
44,100,10,17,20,8,88,101
100,184,21,8,21,8,104,103
100,121,22,9,16,17,102,109
100,205,22,10,20,14,92,101
100,198,22,11,17,16,92,85
4,100,25,11,24,11,86,102
100,72,25,11,28,8,89,120
37,100,16,23,27,12,102,80
100,37,27,13,17,23,99,90
121,100,21,20,29,13,105,103
100,107,29,15,18,25,117,115
100,156,30,15,12,33,98,92
100,163,31,15,26,20,98,106
65,100,32,15,31,16,120,116
100,72,31,18,40,9,96,105
37,100,21,28,31,20,77,114
93,100,16,38,32,20,80,96
100,18,33,22,22,33,89,106
142,100,43,10,33,23,114,107
100,58,33,25,12,45,81,89
100,4,34,26,37,23,92,97
100,32,35,27,32,29,85,91
191,100,45,19,36,28,87,107
170,100,22,42,37,28,97,113
128,100,44,20,38,28,97,105
100,135,39,28,30,36,88,84
100,170,40,29,23,45,86,109
184,100,49,23,41,32,99,91
58,100,18,57,41,33,93,106
100,191,43,33,52,24,92,83
100,58,44,33,18,60,119,90
100,37,45,33,36,42,80,117
72,100,60,19,45,34,99,108
100,25,46,34,37,43,95,99
65,100,0,3,3,0,94,125
100,72,0,0,0,0,104,98
100,72,1,0,0,1,90,106
72,100,1,1,1,1,101,103
72,100,1,2,2,1,106,101
101,94,0,0,0,0,88,87
101,33,1,0,0,1,118,113
206,101,3,1,2,1,99,102
101,73,3,2,6,1,99,114
122,101,4,3,3,3,125,101
94,101,5,5,3,4,99,108
26,101,8,5,6,4,123,106
101,45,6,6,8,7,78,111
66,101,10,6,6,7,84,82
164,101,8,11,7,9,106,109
178,101,11,9,8,9,116,104
101,87,8,10,12,6,114,103
185,101,10,12,9,10,109,103
101,199,9,11,5,16,105,107
101,178,9,12,13,10,114,111
171,101,11,16,11,14,99,113
192,101,16,14,12,14,91,100
101,38,13,14,8,21,111,96
150,101,18,13,14,14,108,91
101,66,14,15,19,13,91,94
94,101,19,13,14,16,91,103
87,101,19,13,15,16,97,75
66,101,22,15,15,18,97,88
101,94,15,19,20,17,105,99
45,101,21,19,19,19,119,117
129,101,18,25,19,20,108,98
101,66,20,22,29,15,89,106
108,101,17,29,20,23,117,113
101,185,20,24,25,24,123,122
59,101,7,42,21,26,94,106
19,101,27,27,24,28,86,98
101,87,25,28,30,24,94,114
199,101,22,33,25,29,89,109
101,5,26,29,29,26,104,109
12,101,41,16,27,30,99,113
26,101,32,30,30,31,100,99
101,129,30,32,33,31,109,116
101,136,30,33,29,35,93,114
101,108,30,34,27,38,100,116
19,101,34,32,30,35,81,124
73,101,41,30,35,35,122,101
115,101,23,48,35,36,132,129
101,157,35,37,15,57,101,88
101,171,36,38,29,45,111,120
101,164,36,39,20,55,106,99
38,101,21,56,37,40,103,121
101,38,39,41,21,59,120,111
102,193,0,1,1,1,103,112
74,102,3,1,0,3,92,95
102,95,1,3,2,3,86,88
186,102,3,3,1,4,114,106
46,102,3,3,1,5,93,118
102,6,2,6,5,4,95,106
102,60,2,7,1,9,102,109
53,102,5,6,2,8,112,119
88,102,3,8,3,8,114,111
165,102,4,10,3,9,101,106
102,95,4,9,6,9,94,91
207,102,13,3,5,9,112,100
102,123,6,10,11,8,115,126
102,39,6,12,5,14,118,113
109,102,8,14,7,13,85,92
34,102,11,10,8,13,105,110
102,88,9,13,7,17,101,112
20,102,14,13,10,14,108,122
151,102,20,7,11,14,110,117
102,6,12,15,14,13,107,97
102,34,13,15,13,14,96,123
34,102,14,14,13,16,102,107
27,102,15,17,14,16,105,111
39,102,8,23,15,16,95,118
102,186,16,16,26,9,91,101
102,179,16,17,10,24,105,113
116,102,11,24,16,18,105,112
102,34,17,18,18,17,107,101
60,102,12,25,19,19,93,109
130,102,18,24,20,19,101,120
193,102,25,18,21,19,101,104
46,102,26,17,24,20,108,123
102,74,25,20,27,19,112,86
102,200,26,20,19,28,107,94
200,102,19,31,29,20,91,105
102,39,30,21,9,43,114,110
27,102,29,23,31,21,107,112
102,27,33,21,29,27,111,98
102,60,34,21,21,35,112,120
137,102,36,22,34,22,102,92
144,102,50,9,34,23,108,112
102,67,35,23,36,24,105,96
95,102,23,39,36,24,114,115
102,165,37,24,21,42,131,127
102,130,40,24,28,35,125,124
102,116,41,24,27,38,104,119
179,102,28,38,41,25,112,107
6,102,32,36,41,26,107,112
74,102,37,33,42,28,100,104
39,102,15,56,43,28,108,129
102,13,44,28,47,24,127,115
102,158,45,28,21,52,119,108
102,137,46,29,46,29,88,95
88,102,38,41,48,31,106,103
102,20,48,32,37,43,105,101
74,102,0,0,0,0,107,114
74,102,0,1,1,0,101,109
102,74,2,0,0,2,98,116
102,74,2,1,1,2,101,111
102,46,0,0,0,0,111,123
46,102,3,2,2,3,91,92
40,7,1,0,0,0,87,95
7,61,1,0,0,1,81,101
68,7,3,0,1,2,100,88
7,96,2,3,1,3,107,102
21,7,3,4,4,4,99,85
54,7,2,8,4,5,93,101
7,194,5,5,9,1,101,108
7,21,5,7,6,6,89,100
28,7,5,8,5,8,81,83
40,7,12,4,7,9,106,87
82,7,11,8,7,10,118,90
7,110,7,11,4,15,95,129
7,14,7,12,6,14,92,102
7,54,7,13,6,14,97,117
0,7,11,8,7,14,88,83
7,180,7,15,8,14,95,110
7,21,7,18,11,13,99,108
47,7,16,11,7,19,102,109
131,7,19,9,8,19,101,90
89,7,19,12,8,22,110,95
7,0,8,24,21,10,91,100
61,7,11,23,8,26,120,105
7,138,8,27,14,21,98,116
7,152,8,29,27,11,57,112
7,131,8,30,26,13,99,121
7,103,8,31,22,16,99,127
28,7,15,24,8,33,102,88
7,40,8,36,33,10,95,112
7,89,8,38,30,17,87,103
21,7,18,27,8,40,117,112
124,7,26,24,8,42,111,105
14,7,19,33,8,44,103,94
145,7,20,32,8,45,119,126
180,7,27,31,10,46,124,119
47,7,29,26,10,47,109,115
54,7,29,29,11,47,95,91
201,7,49,11,11,48,109,99
7,47,11,49,31,28,119,115
138,7,27,35,12,50,95,85
7,28,12,51,24,38,90,110
7,166,12,53,16,49,97,93
89,7,44,26,13,55,97,86
82,7,51,22,14,58,90,102
7,96,15,59,18,56,107,115
7,47,15,60,37,38,107,123
7,61,16,61,21,56,104,96
0,7,58,20,17,61,93,82
7,28,17,62,32,47,101,108
96,7,23,58,18,63,93,100
8,111,3,3,2,4,98,87
8,125,4,3,5,2,78,98
8,132,4,4,5,3,105,113
8,153,5,5,8,4,92,97
1,8,13,3,6,7,114,75
8,69,6,8,11,5,94,121
8,83,6,9,11,5,85,92
48,8,7,10,6,10,81,91
8,41,7,11,9,9,88,87
41,8,9,10,8,11,93,90
8,90,8,12,13,9,94,102
174,8,14,10,8,13,88,91
8,83,9,13,18,6,91,107
29,8,11,14,10,14,113,112
55,8,18,9,10,15,99,84
22,8,17,11,10,16,87,98
167,8,10,20,11,17,92,93
15,8,11,22,12,17,100,101
195,8,7,25,13,17,89,84
8,48,13,19,17,18,103,120
1,8,29,8,13,20,112,91
132,8,17,19,13,22,109,100
8,118,14,23,31,8,96,90
181,8,22,19,15,23,107,118
62,8,13,28,16,23,96,88
69,8,25,19,16,25,103,87
8,69,17,26,26,20,102,103
8,90,17,27,30,18,80,93
160,8,24,24,17,28,108,83
8,55,17,29,27,22,85,103
15,8,17,32,17,30,87,75
29,8,23,27,17,31,121,84
8,29,17,34,25,28,98,107
22,8,35,22,19,36,104,98
8,22,19,37,36,22,83,102
90,8,34,25,20,38,100,84
8,15,20,39,22,38,77,116
55,8,31,30,20,40,103,87
48,8,33,29,20,41,90,98
8,202,21,41,46,16,98,114
8,188,21,42,39,25,101,109
8,1,21,44,49,16,75,107
9,30,1,1,1,0,102,105
9,147,1,2,2,1,108,101
9,140,2,2,2,2,96,106
9,161,2,3,2,3,105,107
9,119,2,4,4,2,91,106
9,35,2,5,3,2,101,114
9,91,3,8,4,7,104,108
9,84,3,9,9,3,108,110
161,9,6,8,3,11,91,78
126,9,6,10,4,12,118,117
9,16,4,13,5,13,79,89
9,112,4,15,8,9,73,91
16,9,6,15,4,16,104,97
154,9,9,12,4,17,94,100
9,23,5,17,10,11,81,96
30,9,11,9,5,18,90,86
9,49,5,19,17,5,102,103
63,9,6,19,5,20,113,99
23,9,14,12,5,22,99,89
9,30,5,23,14,11,94,82
70,9,17,9,7,23,102,94
9,35,7,24,15,14,100,103
182,9,19,14,8,26,112,104
9,2,8,27,18,13,92,118
9,105,9,28,21,16,91,98
9,154,9,29,15,21,93,113
9,126,9,31,20,18,93,88
9,133,10,31,21,19,98,109
42,9,20,20,10,32,90,95
9,63,12,32,16,27,99,98
140,9,27,17,13,32,108,95
9,16,13,33,17,29,99,117
91,9,14,35,15,34,108,119
105,9,32,18,16,34,111,103
112,9,18,30,16,35,100,92
203,9,41,12,16,36,96,95
196,9,19,35,16,37,100,105
9,84,18,37,39,14,105,109
9,2,18,38,32,24,101,98
98,9,20,41,21,42,90,95
9,175,22,42,30,34,86,96
9,203,22,43,50,16,113,119
23,9,40,26,22,44,111,90
9,182,22,46,37,31,78,116
42,9,36,34,22,47,93,92
9,196,22,49,25,48,92,112
9,70,22,50,41,33,94,102
16,9,26,52,24,53,111,104
49,9,51,27,24,54,101,91
9,56,24,55,32,47,77,91
36,10,0,0,0,0,94,98
10,24,1,1,2,0,74,89
113,10,3,0,1,2,92,93
10,31,2,2,1,2,104,109
10,113,3,5,5,3,95,124
10,99,3,7,2,6,103,96
10,197,4,8,5,6,100,104
10,204,4,9,11,1,96,126
10,43,4,11,6,11,86,103
3,10,7,7,4,12,93,97
148,10,13,7,6,13,82,88
10,85,9,13,16,6,107,114
31,10,5,20,9,15,111,114
17,10,13,16,10,16,115,92
71,10,15,13,10,17,127,125
10,43,10,18,12,17,100,103
141,10,18,13,10,19,108,104
92,10,10,21,10,21,81,87
10,36,11,21,11,21,82,89
24,10,26,6,11,22,82,78
57,10,12,22,11,23,93,111
10,134,12,23,12,25,113,102
10,169,13,23,12,22,80,124
10,155,13,24,14,23,120,118
10,106,14,25,20,18,117,109
176,10,24,18,15,25,102,97
31,10,8,33,15,27,78,93
162,10,24,18,16,27,99,90
197,10,18,25,16,28,100,89
155,10,16,32,16,32,119,108
10,99,16,33,24,24,115,113
190,10,27,22,17,33,83,91
10,17,19,33,22,29,93,89
10,57,20,33,15,39,114,85
92,10,16,39,21,33,93,101
10,64,22,33,29,25,91,98
99,10,27,28,22,34,96,83
64,10,31,25,22,35,99,93
10,120,22,36,43,14,114,104
10,190,24,36,32,25,96,110
204,10,43,16,24,37,122,101
50,10,23,40,24,39,107,97
10,162,24,40,36,27,110,101
10,148,26,40,47,20,80,102
10,50,26,44,29,40,106,100
64,10,39,30,27,44,100,102
10,36,29,44,37,33,97,108
24,10,52,21,29,45,76,90
10,92,30,45,21,53,119,98
10,71,31,45,32,42,98,117
17,10,29,49,31,47,100,122
10,31,32,47,14,64,116,119
43,10,24,55,32,48,111,99
36,10,44,37,32,49,85,114
51,11,0,1,0,0,95,90
72,11,5,3,4,3,94,127
107,11,2,7,5,3,106,97
11,100,5,5,7,3,78,91
65,11,10,2,5,6,110,93
93,11,6,9,5,7,74,106
100,11,9,4,6,7,87,113
11,51,9,7,4,15,90,87
65,11,16,5,12,7,101,105
11,121,13,7,8,13,94,103
11,198,13,8,10,11,114,119
191,11,21,5,15,10,91,105
